id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lyoung_abs__Lsol,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qpah,qpah_err,gamma,gamma_err,red_chi2
NGC3501,5.341E-01,6.854E-02,1.519E+10,3.390E+09,1.298E+10,6.488E+08,1.088E+10,5.439E+08,2.099E+09,2.694E+08,2.550E+09,2.148E+09,1.928,0.131,0.572,0.061,2.829E+07,3.932E+06,4.740E+09,2.561E+08,1.096,0.186,18.582,0.525,3.682,0.463,0.005,0.003,0.421
NGC3504,1.165E+01,1.088E+00,4.903E+10,1.166E+10,1.348E+11,6.742E+09,8.905E+10,4.452E+09,4.579E+10,4.277E+09,4.071E+10,3.672E+10,2.713,0.136,0.668,0.067,6.215E+07,3.576E+06,7.737E+10,3.868E+09,5.980,0.609,24.655,0.418,1.826,0.199,0.032,0.005,0.546
NGC3512,9.446E-01,8.190E-02,9.732E+09,2.345E+09,1.441E+10,7.203E+08,1.069E+10,5.347E+08,3.712E+09,3.219E+08,1.999E+09,2.336E+09,1.079,0.094,0.239,0.040,1.320E+07,8.133E+05,4.237E+09,2.118E+08,1.994,0.118,20.530,0.203,4.281,0.463,0.007,0.002,0.249
NGC3516,3.386E+00,1.215E+00,1.914E+11,4.224E+10,1.689E+11,8.446E+09,1.556E+11,1.144E+10,1.331E+10,4.774E+09,2.691E+10,7.220E+09,1.294,0.202,0.273,0.040,2.571E+07,1.501E+07,3.335E+10,1.915E+09,2.819,4.230,21.750,5.439,5.700,1.185,0.359,0.139,0.856
NGC3521,3.265E+00,1.321E+00,9.126E+10,1.679E+10,1.214E+11,6.071E+09,1.086E+11,5.429E+09,1.283E+10,5.190E+09,3.123E+10,1.091E+10,2.367,0.374,0.542,0.061,1.313E+08,9.188E+06,4.248E+10,2.124E+09,1.989,0.126,20.521,0.216,5.389,0.937,0.005,0.003,1.458
NGC3526,2.139E-01,3.652E-02,1.883E+09,5.789E+08,4.041E+09,2.020E+08,3.200E+09,1.600E+08,8.408E+08,1.435E+08,4.898E+08,5.141E+08,0.979,0.169,0.200,0.048,7.387E+06,1.638E+06,1.029E+09,1.110E+08,0.865,0.277,17.862,0.955,2.309,0.784,0.012,0.006,0.659
NGC3547,5.251E-01,3.467E-02,1.513E+09,3.592E+08,6.353E+09,3.177E+08,4.289E+09,2.145E+08,2.064E+09,1.362E+08,9.883E+08,1.737E+09,1.476,0.119,0.294,0.048,4.618E+06,6.042E+05,2.665E+09,1.799E+08,3.536,0.685,22.588,0.730,2.558,0.541,0.010,0.004,0.431
NGC3564,1.230E-01,5.548E-02,7.753E+10,1.113E+10,3.252E+10,1.626E+09,3.204E+10,1.602E+09,4.833E+08,2.180E+08,0.000E+00,0.000E+00,0.094,0.136,0.017,0.026,2.765E+05,6.631E+05,3.054E+08,4.522E+08,14.778,16.884,28.667,5.459,3.916,2.184,0.117,0.166,2.370
NGC3592,8.306E-02,2.802E-02,3.092E+09,6.785E+08,2.925E+09,1.462E+08,2.598E+09,1.299E+08,3.264E+08,1.101E+08,3.782E+08,2.974E+08,1.690,0.321,0.353,0.076,8.652E+06,2.915E+06,7.681E+08,1.508E+08,0.667,0.350,17.107,1.496,4.154,1.213,0.004,0.004,0.321
NGC3596,3.075E+00,4.303E-01,2.380E+10,6.120E+09,4.716E+10,2.358E+09,3.508E+10,1.754E+09,1.209E+10,1.691E+09,4.460E+09,1.086E+10,1.143,0.150,0.226,0.050,8.008E+07,9.698E+06,1.441E+10,1.094E+09,1.047,0.210,18.440,0.616,5.190,1.021,0.011,0.005,0.556
NGC3608,1.163E-02,9.085E-03,8.337E+10,5.466E+09,3.207E+10,1.604E+09,3.203E+10,1.601E+09,4.572E+07,3.571E+07,2.343E+08,4.473E+06,0.046,0.055,0.010,0.011,6.340E+05,1.600E+06,1.453E+08,1.658E+08,10.976,15.143,27.281,6.273,3.695,2.178,0.067,0.129,2.565
NGC3610,1.253E-02,8.135E-03,1.066E+11,8.866E+09,7.078E+10,3.539E+09,7.073E+10,3.537E+09,4.923E+07,3.197E+07,5.328E+08,2.441E+06,0.057,0.025,0.013,0.004,2.300E+06,3.625E+06,4.524E+08,1.426E+08,8.933,14.180,26.360,6.974,3.993,2.064,0.083,0.116,0.601
NGC3613,2.386E-02,1.625E-02,1.228E+11,1.156E+10,5.269E+10,2.634E+09,5.259E+10,2.630E+09,9.377E+07,6.387E+07,2.851E+08,3.894E+06,0.075,0.032,0.015,0.003,1.847E+07,3.141E+06,3.766E+08,7.596E+07,0.128,0.040,12.987,0.684,3.446,2.068,0.006,0.009,0.236
NGC3619,1.933E-01,1.071E-01,7.438E+10,1.197E+10,4.528E+10,2.264E+09,4.452E+10,2.226E+09,7.599E+08,4.210E+08,2.753E+09,1.218E+09,0.774,0.231,0.147,0.022,3.874E+07,1.366E+07,3.669E+09,4.672E+08,0.542,0.240,16.523,1.217,5.609,1.444,0.021,0.016,0.495
NGC3620,4.888E+00,9.832E-01,3.311E+10,1.037E+10,6.739E+10,3.370E+09,4.818E+10,3.534E+09,1.921E+10,3.864E+09,1.885E+10,2.046E+10,4.157,0.483,0.919,0.142,3.261E+07,6.136E+06,3.991E+10,2.596E+09,7.149,1.931,25.399,1.143,1.054,0.269,0.016,0.003,0.237
NGC3621,1.422E+00,2.336E-01,2.046E+10,5.709E+09,2.693E+10,1.347E+09,2.134E+10,2.039E+09,5.589E+09,9.183E+08,4.591E+09,3.433E+09,1.257,0.111,0.278,0.066,2.627E+07,2.899E+06,7.871E+09,4.482E+08,1.930,0.275,20.419,0.486,5.276,0.799,0.003,0.002,0.538
NGC3622,4.492E-01,3.855E-02,1.972E+09,5.686E+08,5.657E+09,2.828E+08,3.891E+09,1.946E+08,1.766E+09,1.515E+08,7.066E+08,1.218E+09,1.127,0.095,0.215,0.037,5.950E+06,5.496E+05,1.923E+09,9.616E+07,2.020,0.264,20.574,0.448,1.915,0.293,0.007,0.002,0.579
NGC3626,5.688E-02,4.535E-02,2.980E+10,5.204E+09,2.337E+10,1.169E+09,2.315E+10,1.158E+09,2.235E+08,1.782E+08,3.241E+09,2.874E+08,1.317,0.293,0.285,0.031,6.626E+06,1.227E+06,3.378E+09,3.647E+08,3.373,0.992,22.410,1.099,3.239,0.778,0.006,0.004,0.300
NGC3627,2.989E+00,9.968E-01,6.640E+10,1.253E+10,9.911E+10,4.955E+09,8.736E+10,4.368E+09,1.175E+10,3.918E+09,2.823E+10,8.405E+09,2.036,0.258,0.571,0.067,6.519E+07,4.539E+06,3.667E+10,1.833E+09,3.466,0.237,22.513,0.256,2.594,0.461,0.008,0.001,0.755
NGC3628,1.468E+00,9.890E-01,3.259E+10,6.294E+09,6.218E+10,3.109E+09,5.641E+10,3.514E+09,5.771E+09,3.887E+09,2.719E+10,2.670E+09,3.149,0.343,0.954,0.101,9.223E+07,4.612E+06,3.009E+10,1.504E+09,1.999,0.100,20.540,0.171,3.102,0.248,0.008,0.001,0.925
NGC3629,1.463E+00,1.330E-01,5.541E+09,8.736E+08,2.007E+10,1.004E+09,1.432E+10,7.162E+08,5.748E+09,5.228E+08,1.367E+09,2.130E+09,0.472,0.081,0.085,0.026,4.177E+07,1.360E+07,3.543E+09,5.957E+08,0.557,0.275,16.600,1.368,3.636,1.102,0.014,0.007,0.557
NGC3631,7.299E-01,7.483E-02,5.630E+09,1.379E+09,1.012E+10,5.059E+08,7.249E+09,3.704E+08,2.869E+09,2.941E+08,1.619E+09,2.067E+09,1.309,0.133,0.276,0.079,1.262E+07,1.925E+06,3.562E+09,3.379E+08,1.692,0.448,19.977,0.881,4.129,0.965,0.013,0.005,1.092
NGC3640,5.523E-03,1.998E-03,1.163E+11,5.816E+09,7.809E+10,3.904E+09,7.806E+10,3.903E+09,2.171E+07,7.852E+06,8.836E+08,6.494E+06,0.044,0.044,0.011,0.010,1.043E+06,2.371E+06,3.923E+08,3.737E+08,12.261,15.783,27.789,5.962,3.735,2.179,0.088,0.145,1.976
NGC3655,2.803E+00,3.013E-01,1.294E+10,2.976E+09,3.430E+10,1.715E+09,2.329E+10,1.164E+09,1.101E+10,1.184E+09,8.770E+09,1.031E+10,2.811,0.153,0.601,0.077,3.293E+07,1.646E+06,1.872E+10,9.360E+08,3.509,0.246,22.558,0.263,4.157,0.382,0.008,0.002,0.669
NGC3659,6.953E-01,8.670E-02,3.372E+09,9.641E+08,9.005E+09,4.503E+08,6.273E+09,3.136E+08,2.733E+09,3.408E+08,1.514E+09,1.941E+09,1.327,0.161,0.255,0.061,1.192E+07,2.203E+06,3.301E+09,2.288E+08,1.781,0.367,20.148,0.692,3.953,0.476,0.007,0.002,0.493
NGC3665,3.306E-01,4.827E-02,1.600E+11,1.201E+10,7.569E+10,3.784E+09,7.439E+10,3.719E+09,1.299E+09,1.897E+08,6.050E+09,4.567E+08,0.598,0.138,0.142,0.022,1.290E+07,2.700E+06,5.442E+09,7.467E+08,2.800,0.839,21.726,1.085,4.838,1.248,0.005,0.005,2.096
NGC3666,6.648E-01,1.031E-01,6.563E+09,1.781E+09,1.062E+10,5.310E+08,8.007E+09,4.004E+08,2.613E+09,4.053E+08,1.414E+09,2.617E+09,1.521,0.156,0.331,0.065,1.546E+07,2.573E+06,3.806E+09,3.086E+08,1.638,0.404,19.868,0.817,4.536,0.890,0.004,0.003,0.299
NGC3674,3.228E-02,1.457E-02,4.468E+10,3.698E+09,1.681E+10,8.404E+08,1.668E+10,8.341E+08,1.269E+08,5.727E+07,3.040E+08,4.773E+07,0.061,0.071,0.010,0.012,1.869E+05,4.091E+05,8.825E+07,9.955E+07,11.960,14.980,27.674,5.777,3.493,2.166,0.048,0.111,0.981
NGC3681,6.776E-01,8.725E-02,2.579E+10,6.571E+09,2.155E+10,1.078E+09,1.889E+10,9.445E+08,2.663E+09,3.429E+08,1.632E+09,1.521E+09,0.638,0.114,0.139,0.031,2.824E+07,6.607E+06,2.847E+09,2.900E+08,0.670,0.209,17.119,0.889,4.854,0.892,0.006,0.005,0.783
NGC3683,4.928E+00,1.014E+00,3.045E+10,6.181E+09,7.602E+10,4.542E+09,5.665E+10,2.943E+09,1.937E+10,3.985E+09,3.582E+10,2.037E+10,3.993,0.222,1.358,0.076,6.902E+07,9.215E+06,5.023E+10,4.371E+09,4.438,1.216,23.460,1.071,4.100,0.433,0.013,0.004,1.102
NGC3684,1.149E+00,1.377E-01,8.167E+09,2.304E+09,1.652E+10,8.262E+08,1.201E+10,6.004E+08,4.517E+09,5.413E+08,1.956E+09,3.180E+09,1.160,0.114,0.232,0.055,2.392E+07,3.561E+06,5.317E+09,4.552E+08,1.398,0.382,19.350,0.881,5.077,1.032,0.007,0.004,0.448
NGC3686,9.651E-01,1.013E-01,1.011E+10,2.195E+09,1.701E+10,8.505E+08,1.322E+10,6.608E+08,3.793E+09,3.982E+08,2.626E+09,2.932E+09,1.384,0.136,0.286,0.054,1.928E+07,3.328E+06,5.415E+09,4.198E+08,1.664,0.401,19.921,0.801,3.634,0.475,0.014,0.003,1.159
NGC3691,6.402E-01,5.594E-02,3.896E+09,5.447E+08,1.014E+10,5.070E+08,7.625E+09,3.812E+08,2.516E+09,2.199E+08,7.007E+08,1.720E+09,0.826,0.078,0.155,0.044,1.106E+07,2.127E+06,2.480E+09,2.131E+08,1.464,0.415,19.500,0.922,3.400,0.737,0.007,0.004,0.422
NGC3692,1.599E+00,2.803E-01,4.705E+10,9.885E+09,4.105E+10,2.052E+09,3.476E+10,1.738E+09,6.283E+09,1.102E+09,4.827E+09,6.315E+09,1.481,0.189,0.303,0.058,7.187E+07,1.134E+07,1.072E+10,7.144E+08,0.997,0.210,18.291,0.642,3.971,0.727,0.004,0.003,0.429
NGC3718,1.643E+00,2.974E-01,2.431E+11,4.566E+10,1.537E+11,7.684E+09,1.472E+11,7.362E+09,6.457E+09,1.169E+09,6.701E+09,3.546E+09,0.590,0.131,0.107,0.017,2.683E+08,5.408E+07,1.135E+10,1.112E+09,0.266,0.063,14.680,0.582,6.226,0.887,0.004,0.004,1.507
NGC3729,5.597E-01,1.984E-01,2.228E+10,3.265E+09,2.296E+10,1.148E+09,2.076E+10,1.038E+09,2.200E+09,7.799E+08,4.536E+09,1.239E+09,1.654,0.320,0.390,0.054,2.025E+07,2.865E+06,6.181E+09,6.012E+08,1.623,0.573,19.839,1.166,3.439,0.425,0.025,0.007,0.454
NGC3755,1.735E+00,1.216E-01,7.662E+09,2.043E+09,2.066E+10,1.033E+09,1.384E+10,6.919E+08,6.818E+09,4.779E+08,1.027E+09,3.406E+09,0.586,0.058,0.110,0.031,3.093E+07,5.475E+06,4.632E+09,3.732E+08,0.988,0.241,18.262,0.743,2.443,0.692,0.005,0.003,0.377
NGC3756,8.254E-01,1.392E-01,1.650E+10,2.985E+09,2.070E+10,1.035E+09,1.745E+10,8.726E+08,3.244E+09,5.473E+08,2.998E+09,2.296E+09,1.403,0.158,0.268,0.049,4.030E+07,4.008E+06,5.439E+09,2.882E+08,0.846,0.145,17.798,0.509,4.667,0.863,0.006,0.003,0.245
NGC3757,1.810E-02,8.604E-03,1.314E+10,1.979E+09,7.301E+09,3.651E+08,7.230E+09,3.615E+08,7.112E+07,3.382E+07,8.170E+07,3.693E+07,0.085,0.069,0.014,0.010,1.327E+05,2.834E+05,5.664E+07,4.037E+07,14.061,16.007,28.431,5.394,3.319,2.120,0.037,0.095,0.496
NGC3773,3.204E-01,2.141E-02,1.372E+09,3.378E+08,3.742E+09,1.871E+08,2.483E+09,1.241E+08,1.259E+09,8.416E+07,3.909E+08,6.136E+08,0.782,0.071,0.154,0.033,1.356E+06,1.899E+05,1.053E+09,6.637E+07,3.891,1.096,22.951,1.078,1.798,0.205,0.030,0.005,0.437
NGC3786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC3788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC3794,4.413E-01,5.663E-02,2.531E+09,6.993E+08,5.943E+09,2.971E+08,4.208E+09,2.104E+08,1.734E+09,2.226E+08,6.682E+08,6.223E+08,0.544,0.063,0.116,0.035,8.303E+06,1.813E+06,1.189E+09,1.346E+08,0.943,0.273,18.123,0.873,2.946,0.517,0.007,0.004,1.850
NGC3795,1.675E-01,4.601E-02,4.141E+09,8.945E+08,5.244E+09,2.622E+08,4.585E+09,2.293E+08,6.584E+08,1.808E+08,4.491E+08,6.832E+08,1.100,0.195,0.217,0.051,1.650E+07,3.938E+06,1.101E+09,1.096E+08,0.461,0.147,16.085,0.855,4.609,1.011,0.003,0.003,0.695
NGC3796,1.979E-02,6.434E-03,1.125E+10,1.277E+09,5.854E+09,2.927E+08,5.776E+09,2.888E+08,7.778E+07,2.529E+07,1.665E+08,1.977E+07,0.262,0.116,0.048,0.016,1.742E+06,1.512E+06,1.547E+08,4.989E+07,1.814,4.441,20.210,8.246,3.750,1.952,0.011,0.025,0.726
NGC3813,2.583E+00,2.489E-01,1.329E+10,2.451E+09,2.992E+10,1.496E+09,1.977E+10,9.883E+08,1.015E+10,9.781E+08,5.596E+09,8.997E+09,2.171,0.132,0.456,0.071,3.926E+07,4.106E+06,1.496E+10,9.628E+08,2.215,0.529,20.894,0.831,3.587,0.611,0.014,0.003,0.378
NGC3838,2.132E-02,3.253E-02,1.832E+10,2.939E+09,9.939E+09,4.970E+08,9.855E+09,4.928E+08,8.379E+07,1.278E+08,1.909E+07,1.652E+06,0.047,0.025,0.009,0.005,2.254E+04,9.829E+03,4.718E+07,2.415E+07,16.252,13.780,29.125,4.116,3.494,2.140,0.037,0.095,0.585
NGC3846A,3.373E-01,5.417E-02,2.217E+09,2.906E+08,6.032E+09,3.016E+08,4.706E+09,2.353E+08,1.326E+09,2.129E+08,3.508E+08,7.090E+08,0.544,0.074,0.107,0.035,9.001E+06,3.348E+06,1.039E+09,1.282E+08,0.733,0.297,17.379,1.171,1.487,0.634,0.015,0.007,0.606
NGC3870,2.436E-01,1.590E-02,9.026E+08,2.562E+08,3.026E+09,1.513E+08,2.069E+09,1.034E+08,9.574E+08,6.247E+07,3.964E+08,4.817E+08,0.880,0.063,0.161,0.042,1.247E+06,2.461E+05,8.879E+08,4.440E+07,4.222,1.149,23.265,1.055,2.375,0.337,0.016,0.001,0.530
NGC3898,1.244E+00,1.838E-01,2.094E+11,1.425E+10,1.140E+11,5.701E+09,1.091E+11,5.456E+09,4.889E+09,7.225E+08,3.732E+09,2.817E+09,0.479,0.105,0.083,0.015,1.158E+08,2.497E+07,6.464E+09,6.246E+08,0.344,0.102,15.319,0.754,6.335,0.948,0.005,0.006,0.582
NGC3938,3.711E+00,4.199E-01,2.667E+10,6.273E+09,5.771E+10,2.885E+09,4.312E+10,2.156E+09,1.459E+10,1.650E+09,8.552E+09,8.431E+09,1.097,0.108,0.241,0.046,7.676E+07,7.566E+06,1.772E+10,1.328E+09,1.339,0.308,19.212,0.737,2.831,0.380,0.014,0.003,1.112
NGC3941,2.127E-02,3.876E-03,3.175E+10,2.680E+09,1.435E+10,7.173E+08,1.426E+10,7.131E+08,8.361E+07,1.523E+07,1.575E+08,4.597E+06,0.119,0.060,0.023,0.008,1.232E+06,9.658E+05,1.598E+08,5.755E+07,1.721,3.452,20.032,6.699,4.868,1.807,0.024,0.045,1.529
NGC3945,1.274E-01,1.127E-02,1.308E+11,7.743E+09,4.724E+10,2.362E+09,4.674E+10,2.337E+09,5.008E+08,4.431E+07,1.123E+09,6.523E+07,0.198,0.065,0.045,0.009,2.523E+07,1.108E+07,1.058E+09,1.928E+08,0.288,0.233,14.870,2.010,4.734,1.881,0.016,0.019,1.763
NGC3952,8.060E-01,7.315E-02,2.841E+09,9.703E+08,8.680E+09,4.340E+08,5.513E+09,4.545E+08,3.168E+09,2.875E+08,7.379E+08,1.774E+09,0.842,0.085,0.179,0.051,3.682E+06,1.000E+06,2.748E+09,2.719E+08,3.550,1.740,22.603,1.847,0.730,0.364,0.046,0.017,0.671
NGC3953,5.350E-01,4.313E-01,2.551E+10,6.829E+09,3.104E+10,1.552E+09,2.893E+10,1.447E+09,2.103E+09,1.695E+09,9.646E+09,3.350E+08,2.546,0.558,0.537,0.103,7.301E+07,1.197E+07,9.672E+09,7.262E+08,0.781,0.200,17.563,0.748,5.682,1.042,0.010,0.005,0.270
NGC3972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC3982,2.984E+00,1.521E-01,1.516E+10,2.298E+09,3.399E+10,1.700E+09,2.226E+10,1.113E+09,1.173E+10,5.979E+08,5.654E+09,9.058E+09,1.652,0.112,0.316,0.047,2.382E+07,1.191E+06,1.486E+10,7.429E+08,3.501,0.175,22.550,0.188,3.687,0.372,0.016,0.001,0.458
NGC3990,6.228E-04,6.600E-04,2.050E+09,1.346E+08,1.355E+09,6.776E+07,1.353E+09,6.764E+07,2.448E+06,2.594E+06,3.513E+07,6.975E+05,0.179,0.105,0.040,0.018,2.124E+04,3.953E+04,2.618E+07,1.151E+07,21.033,17.402,30.404,4.192,3.470,2.076,0.050,0.108,2.113
NGC3998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4013,3.256E-01,1.807E-01,3.855E+10,5.107E+09,3.807E+10,1.904E+09,3.679E+10,1.840E+09,1.280E+09,7.101E+08,1.391E+10,8.583E+08,2.511,0.180,0.887,0.044,4.954E+07,2.477E+06,1.502E+10,7.510E+08,1.998,0.100,20.538,0.171,3.704,0.515,0.003,0.001,1.006
NGC4030,1.019E+01,1.393E+00,1.243E+11,3.085E+10,1.550E+11,7.749E+09,1.149E+11,5.747E+09,4.004E+10,5.475E+09,2.478E+10,3.843E+10,2.216,0.155,0.410,0.062,1.663E+08,1.698E+07,6.351E+10,5.130E+09,2.259,0.567,20.962,0.877,3.231,0.757,0.013,0.004,0.947
NGC4032,8.388E-01,8.226E-02,5.073E+09,4.957E+08,1.359E+10,6.797E+08,1.030E+10,5.149E+08,3.297E+09,3.233E+08,6.917E+08,1.815E+09,0.541,0.065,0.095,0.026,1.794E+07,4.381E+06,2.380E+09,2.303E+08,0.790,0.249,17.595,0.923,3.362,0.961,0.016,0.007,0.508
NGC4036,1.490E-02,1.208E-02,8.673E+10,7.438E+09,3.705E+10,1.853E+09,3.699E+10,1.850E+09,5.854E+07,4.748E+07,1.114E+09,8.246E+07,0.315,0.124,0.066,0.009,4.060E+06,1.242E+06,1.102E+09,1.413E+08,1.750,0.675,20.089,1.291,5.272,1.600,0.009,0.010,0.219
NGC4037,1.202E-01,2.657E-02,3.091E+09,7.152E+08,3.989E+09,1.995E+08,3.517E+09,1.759E+08,4.722E+08,1.044E+08,2.242E+08,3.946E+08,0.709,0.122,0.144,0.033,8.546E+06,2.185E+06,6.036E+08,5.553E+07,0.373,0.140,15.526,0.968,4.316,1.249,0.026,0.012,0.576
NGC4038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4045,2.665E+00,6.446E-01,2.425E+10,2.396E+09,7.001E+10,3.500E+09,5.953E+10,2.977E+09,1.047E+10,2.533E+09,1.835E+10,1.044E+10,2.541,0.247,0.463,0.043,4.867E+07,6.688E+06,2.772E+10,2.368E+09,3.228,0.605,22.247,0.695,2.144,0.519,0.017,0.004,0.744
NGC4051,1.416E+00,3.724E-01,9.253E+09,1.612E+09,2.385E+10,2.219E+09,1.828E+10,1.520E+09,5.566E+09,1.464E+09,5.599E+09,5.744E+09,1.840,0.247,0.477,0.109,2.034E+07,5.124E+06,1.025E+10,2.214E+09,3.044,1.613,22.030,1.946,3.750,1.084,0.022,0.014,0.990
NGC4067,9.885E-01,1.407E-01,2.546E+10,3.660E+09,2.688E+10,1.344E+09,2.299E+10,1.150E+09,3.885E+09,5.528E+08,3.049E+09,2.488E+09,1.091,0.120,0.206,0.040,2.618E+07,4.901E+06,5.685E+09,4.018E+08,1.389,0.388,19.331,0.900,4.927,1.055,0.007,0.005,0.429
NGC4100,1.998E+00,3.315E-01,3.063E+10,6.377E+09,3.798E+10,1.899E+09,3.013E+10,1.506E+09,7.853E+09,1.303E+09,7.790E+09,7.820E+09,2.009,0.163,0.520,0.088,4.486E+07,3.513E+06,1.529E+10,7.645E+08,1.976,0.138,20.501,0.239,3.536,0.800,0.013,0.004,0.386
NGC4102,5.578E+00,1.160E+00,2.710E+10,5.831E+09,6.283E+10,5.375E+09,4.091E+10,2.199E+09,2.192E+10,4.558E+09,2.315E+10,2.192E+10,4.557,0.274,1.074,0.096,2.394E+07,4.201E+06,4.163E+10,5.169E+09,8.554,2.423,26.170,1.236,0.695,0.365,0.035,0.011,0.949
NGC4111,5.676E-03,6.045E-03,2.954E+10,4.724E+09,1.872E+10,9.360E+08,1.870E+10,9.348E+08,2.231E+07,2.376E+07,7.722E+08,1.400E+06,0.390,0.149,0.090,0.019,1.264E+06,7.289E+05,7.839E+08,1.617E+08,5.902,5.432,24.601,3.773,3.321,1.522,0.008,0.007,0.233
NGC4116,7.400E-01,1.004E-01,4.254E+09,1.329E+09,1.004E+10,5.021E+08,7.134E+09,3.567E+08,2.908E+09,3.945E+08,1.119E+09,1.380E+09,0.732,0.110,0.146,0.040,3.320E+07,9.657E+06,2.472E+09,3.790E+08,0.469,0.218,16.129,1.251,4.402,0.926,0.015,0.006,0.366
NGC4117,3.061E-02,2.063E-02,5.805E+09,9.257E+08,4.316E+09,2.158E+08,4.196E+09,2.098E+08,1.203E+08,8.107E+07,3.971E+08,1.825E+08,1.267,0.368,0.248,0.050,2.026E+06,7.889E+05,6.087E+08,1.178E+08,1.983,1.328,20.512,2.289,0.934,0.321,0.020,0.009,1.315
NGC4119,5.116E-02,1.787E-02,1.073E+10,1.539E+09,6.951E+09,3.475E+08,6.749E+09,3.375E+08,2.011E+08,7.021E+07,3.055E+08,1.223E+08,0.407,0.118,0.089,0.019,1.994E+06,1.095E+06,3.811E+08,6.543E+07,1.570,1.539,19.728,3.223,3.909,1.838,0.014,0.023,3.558
NGC4123,1.625E+00,2.133E-01,1.070E+10,2.347E+09,2.574E+10,1.287E+09,1.935E+10,9.674E+08,6.387E+09,8.382E+08,4.392E+09,4.994E+09,1.513,0.172,0.288,0.054,4.203E+07,7.504E+06,9.148E+09,6.853E+08,0.759,0.230,17.480,0.881,1.342,0.667,0.071,0.024,0.709
NGC4125,2.727E-01,2.165E-02,2.810E+11,1.405E+10,1.062E+11,5.308E+09,1.051E+11,5.254E+09,1.072E+09,8.508E+07,8.509E+08,1.463E+08,0.104,0.042,0.018,0.004,9.106E+05,9.589E+05,9.887E+08,2.165E+08,13.747,12.578,28.324,4.319,3.688,2.052,0.014,0.032,1.784
NGC4138,1.691E-01,5.641E-02,1.579E+10,2.686E+09,1.093E+10,5.463E+08,1.026E+10,5.131E+08,6.646E+08,2.217E+08,1.061E+09,6.068E+08,1.120,0.258,0.211,0.052,1.041E+07,2.670E+06,1.564E+09,3.492E+08,1.010,0.718,18.331,2.172,5.108,1.125,0.011,0.006,0.484
NGC4144,7.842E-02,7.677E-03,6.439E+08,1.046E+08,1.860E+09,9.298E+07,1.551E+09,7.757E+07,3.082E+08,3.017E+07,1.729E+08,1.281E+08,0.548,0.065,0.106,0.027,2.411E+06,4.163E+05,2.863E+08,2.517E+07,0.745,0.174,17.423,0.679,1.389,0.505,0.008,0.002,0.499
NGC4151,9.846E-02,1.509E-02,2.054E+09,3.607E+08,2.412E+09,1.206E+08,2.025E+09,1.013E+08,3.869E+08,5.929E+07,5.187E+08,3.691E+08,1.791,0.217,0.458,0.061,7.853E+05,1.677E+05,8.306E+08,7.361E+07,0.798,0.234,17.624,0.863,6.839,0.651,0.499,0.025,3.693
NGC4152,3.918E+00,5.324E-01,1.172E+10,3.096E+09,4.354E+10,2.701E+09,2.814E+10,1.590E+09,1.540E+10,2.092E+09,6.909E+09,1.533E+10,1.446,0.174,0.301,0.069,4.206E+07,8.901E+06,1.889E+10,2.778E+09,2.453,0.932,21.252,1.345,2.539,0.701,0.026,0.011,0.368
NGC4165,4.482E-01,1.114E-01,1.519E+10,2.818E+09,1.892E+10,9.461E+08,1.716E+10,8.581E+08,1.761E+09,4.377E+08,2.738E+09,9.974E+08,1.087,0.210,0.246,0.043,2.845E+07,7.198E+06,3.779E+09,4.501E+08,0.780,0.258,17.556,0.968,1.839,0.459,0.017,0.005,3.536
NGC4168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4178,2.870E+00,2.361E-01,1.411E+10,3.860E+09,3.545E+10,1.772E+09,2.416E+10,1.208E+09,1.128E+10,9.278E+08,3.598E+09,8.842E+09,1.239,0.083,0.203,0.045,6.551E+07,5.253E+06,1.247E+10,6.234E+08,1.169,0.108,18.782,0.288,2.296,0.351,0.008,0.001,1.034
