id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lyoung_abs__Lsol,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qpah,qpah_err,gamma,gamma_err,red_chi2
NGC4352,1.198E-03,9.182E-04,5.966E+09,2.983E+08,4.015E+09,2.007E+08,4.010E+09,2.005E+08,4.710E+06,3.609E+06,0.000E+00,0.000E+00,0.011,0.022,0.002,0.004,3.067E+04,1.234E+05,4.193E+06,8.584E+06,9.597,14.587,26.677,6.758,3.449,2.224,0.083,0.143,1.989
NGC4353,1.227E-01,2.404E-02,4.793E+09,6.993E+08,5.667E+09,2.834E+08,5.185E+09,2.593E+08,4.821E+08,9.450E+07,3.427E+08,4.191E+08,0.737,0.148,0.152,0.034,4.906E+06,1.482E+06,7.759E+08,1.138E+08,1.174,0.527,18.795,1.407,4.916,1.097,0.001,0.001,0.774
NGC4355,5.998E+00,2.999E-01,1.491E+09,9.725E+07,4.200E+10,2.100E+09,1.843E+10,9.214E+08,2.357E+10,1.179E+09,1.495E+10,2.298E+10,6.822,0.341,1.484,0.087,1.263E+07,2.749E+06,3.604E+10,1.802E+09,14.474,3.415,28.568,1.123,0.470,0.024,0.031,0.002,5.562
NGC4356,1.250E-02,7.454E-03,4.949E+09,9.052E+08,4.533E+09,2.266E+08,4.484E+09,2.242E+08,4.911E+07,2.930E+07,6.759E+08,3.070E+07,1.549,0.248,0.317,0.041,4.375E+06,1.004E+06,7.712E+08,9.214E+07,1.070,0.350,18.507,1.011,3.711,1.360,0.014,0.014,1.042
NGC4359,2.447E-01,3.694E-02,3.189E+09,7.731E+08,5.376E+09,2.688E+08,4.414E+09,2.207E+08,9.616E+08,1.452E+08,6.904E+08,4.685E+08,0.826,0.095,0.153,0.047,1.555E+07,3.273E+06,1.076E+09,1.042E+08,0.470,0.135,16.134,0.770,2.980,0.688,0.004,0.004,0.457
NGC4365,1.225E-01,4.075E-02,2.485E+11,3.256E+10,1.156E+11,5.780E+09,1.151E+11,5.756E+09,4.815E+08,1.602E+08,5.603E+08,9.515E+07,0.044,0.050,0.007,0.008,7.986E+05,2.323E+06,4.183E+08,4.646E+08,12.973,16.417,28.051,5.917,4.192,2.165,0.124,0.169,5.481
NGC4370,8.427E-02,7.122E-02,3.421E+10,7.084E+09,2.065E+10,1.032E+09,2.031E+10,1.016E+09,3.312E+08,2.799E+08,3.869E+09,4.620E+08,1.946,0.455,0.455,0.036,1.329E+07,1.757E+06,4.178E+09,2.210E+08,2.117,0.409,20.737,0.668,3.155,0.957,0.003,0.002,0.328
NGC4371,4.064E-03,3.025E-03,5.198E+10,4.235E+09,2.299E+10,1.149E+09,2.297E+10,1.149E+09,1.597E+07,1.189E+07,1.669E+08,8.630E+06,0.049,0.025,0.011,0.005,1.163E+06,1.807E+06,1.147E+08,4.812E+07,5.350,11.287,24.201,8.510,4.815,2.017,0.152,0.171,0.584
NGC4374,5.525E-02,2.761E-02,1.770E+11,8.848E+09,1.195E+11,5.973E+09,1.192E+11,5.962E+09,2.172E+08,1.085E+08,1.695E+09,8.921E+07,0.107,0.052,0.022,0.007,2.940E+07,2.897E+07,1.299E+09,4.042E+08,2.263,7.167,20.969,11.067,4.978,1.989,0.107,0.134,6.401
NGC4376,3.581E-01,3.818E-02,1.808E+09,5.313E+08,4.960E+09,2.480E+08,3.553E+09,1.776E+08,1.408E+09,1.501E+08,4.189E+08,8.435E+08,0.784,0.079,0.156,0.036,4.359E+06,7.820E+05,1.277E+09,9.792E+07,1.883,0.352,20.337,0.634,2.398,0.979,0.006,0.002,0.494
NGC4377,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4378,1.377E+00,1.788E-01,2.146E+11,2.067E+10,1.025E+11,5.125E+09,9.709E+10,4.854E+09,5.413E+09,7.025E+08,6.558E+09,1.965E+09,0.667,0.146,0.126,0.022,1.229E+08,2.431E+07,8.656E+09,8.306E+08,0.403,0.116,15.727,0.752,3.981,1.052,0.016,0.010,0.992
NGC4379,3.047E-03,1.694E-03,1.499E+10,2.597E+09,7.315E+09,3.657E+08,7.303E+09,3.652E+08,1.197E+07,6.657E+06,1.177E+08,1.082E+06,0.123,0.075,0.025,0.011,8.339E+04,1.570E+05,8.755E+07,3.709E+07,20.126,17.139,30.182,4.284,3.725,2.044,0.037,0.090,0.401
NGC4380,2.245E-01,1.186E-01,2.339E+10,4.270E+09,1.801E+10,9.005E+08,1.713E+10,8.564E+08,8.825E+08,4.660E+08,1.221E+09,1.364E+09,0.943,0.228,0.230,0.047,2.199E+07,2.258E+06,2.678E+09,1.339E+08,0.786,0.078,17.581,0.291,4.454,0.563,0.004,0.003,0.574
NGC4383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4385,2.779E+00,3.128E-01,9.771E+09,2.735E+09,3.194E+10,1.597E+09,2.101E+10,1.051E+09,1.092E+10,1.229E+09,6.052E+09,1.075E+10,2.109,0.133,0.432,0.058,2.138E+07,1.218E+07,1.611E+10,1.051E+09,3.659,3.076,22.717,3.183,0.967,0.280,0.091,0.040,1.337
NGC4387,1.278E-03,9.522E-04,1.328E+10,1.547E+09,6.427E+09,3.214E+08,6.422E+09,3.211E+08,5.021E+06,3.742E+06,4.722E+07,2.441E+06,0.040,0.037,0.009,0.007,4.926E+04,1.159E+05,2.549E+07,2.248E+07,13.332,16.339,28.180,5.756,3.674,2.183,0.107,0.156,0.298
NGC4388,1.412E+00,3.163E-01,2.183E+10,3.753E+09,3.259E+10,1.629E+09,2.704E+10,1.352E+09,5.549E+09,1.243E+09,8.139E+09,5.965E+09,2.552,0.185,0.604,0.063,1.537E+07,2.672E+06,1.375E+10,6.875E+08,3.314,0.530,22.345,0.596,2.054,0.432,0.064,0.009,0.718
NGC4390,6.267E-01,6.089E-02,3.691E+09,4.961E+08,9.936E+09,4.968E+08,7.473E+09,3.736E+08,2.463E+09,2.393E+08,1.251E+09,1.424E+09,0.859,0.070,0.171,0.046,1.477E+07,2.321E+06,2.527E+09,1.400E+08,1.067,0.191,18.498,0.551,2.844,0.587,0.008,0.003,0.526
NGC4396,2.884E-01,4.152E-02,2.469E+09,6.332E+08,5.312E+09,2.656E+08,4.179E+09,2.089E+08,1.133E+09,1.632E+08,6.557E+08,6.883E+08,0.879,0.104,0.210,0.051,1.694E+07,2.999E+06,1.325E+09,9.845E+07,0.440,0.096,15.960,0.581,2.095,0.417,0.016,0.005,0.832
NGC4402,3.517E-01,1.888E-01,6.603E+09,1.980E+09,1.050E+10,5.249E+08,9.116E+09,7.841E+08,1.382E+09,7.421E+08,3.289E+09,1.749E+09,3.286,0.406,0.866,0.126,1.557E+07,7.787E+05,5.024E+09,2.512E+08,1.988,0.099,20.520,0.171,3.604,0.372,0.008,0.001,0.610
NGC4406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4409,5.414E-01,6.226E-02,2.983E+09,7.548E+08,6.971E+09,3.485E+08,4.843E+09,2.436E+08,2.128E+09,2.447E+08,1.123E+09,1.519E+09,1.317,0.119,0.273,0.077,7.729E+06,7.107E+05,2.580E+09,1.761E+08,2.104,0.404,20.715,0.663,4.016,0.413,0.007,0.002,0.364
NGC4411A,1.560E-01,2.266E-02,1.437E+09,4.049E+08,3.100E+09,1.550E+08,2.487E+09,1.244E+08,6.130E+08,8.906E+07,2.613E+08,2.812E+08,0.609,0.069,0.122,0.037,4.383E+06,9.078E+05,5.458E+08,3.531E+07,0.822,0.182,17.713,0.655,3.649,0.962,0.005,0.004,0.859
NGC4412,2.661E+00,2.241E-01,1.612E+10,3.057E+09,3.294E+10,1.647E+09,2.248E+10,1.124E+09,1.046E+10,8.807E+08,4.318E+09,9.072E+09,1.656,0.099,0.293,0.061,1.856E+07,9.280E+05,1.355E+10,6.773E+08,3.503,0.175,22.552,0.188,2.427,0.280,0.031,0.002,0.641
NGC4413,1.465E-01,2.281E-02,2.886E+09,3.342E+08,5.376E+09,2.688E+08,4.800E+09,2.400E+08,5.756E+08,8.965E+07,8.573E+08,4.047E+08,1.344,0.088,0.252,0.033,5.927E+06,6.029E+05,1.257E+09,6.284E+07,1.194,0.130,18.849,0.341,3.313,0.443,0.015,0.003,0.638
NGC4415,1.091E-03,6.489E-04,4.268E+09,4.405E+08,2.551E+09,1.275E+08,2.547E+09,1.273E+08,4.288E+06,2.550E+06,1.046E+08,2.975E+06,0.069,0.081,0.015,0.016,4.026E+04,9.757E+04,1.906E+07,2.100E+07,12.830,16.090,28.000,5.853,3.938,2.177,0.102,0.156,0.654
NGC4416,1.584E+00,2.494E-01,1.040E+10,1.614E+09,2.792E+10,1.396E+09,2.170E+10,1.149E+09,6.224E+09,9.803E+08,3.367E+09,4.854E+09,1.195,0.101,0.241,0.076,3.723E+07,6.410E+06,8.510E+09,5.911E+08,1.450,0.377,19.470,0.844,4.672,1.040,0.007,0.004,1.044
NGC4417,4.877E-03,3.346E-03,2.350E+10,5.276E+09,1.334E+10,6.670E+08,1.332E+10,6.661E+08,1.917E+07,1.315E+07,9.990E+07,4.577E+05,0.071,0.036,0.015,0.005,1.155E+05,2.490E+05,9.660E+07,3.345E+07,19.791,17.050,30.097,4.322,3.702,2.147,0.021,0.060,0.427
NGC4419,3.458E-01,1.999E-01,2.661E+10,3.484E+09,2.665E+10,1.332E+09,2.529E+10,1.264E+09,1.359E+09,7.857E+08,7.375E+09,1.792E+09,3.345,0.391,0.709,0.065,1.272E+07,1.000E+06,9.181E+09,4.590E+08,3.416,0.374,22.458,0.410,1.785,0.213,0.032,0.007,0.521
NGC4423,1.920E-01,1.946E-02,1.502E+09,3.096E+08,3.296E+09,1.648E+08,2.541E+09,1.271E+08,7.546E+08,7.648E+07,3.070E+08,3.981E+08,0.732,0.104,0.142,0.036,1.006E+07,3.131E+06,7.071E+08,8.940E+07,0.437,0.182,15.943,1.103,2.454,1.625,0.015,0.012,0.610
NGC4424,8.839E-03,4.868E-03,4.240E+08,8.467E+07,7.047E+08,3.523E+07,6.699E+08,3.350E+07,3.474E+07,1.913E+07,1.360E+08,4.142E+07,1.803,0.254,0.381,0.051,1.841E+05,3.232E+04,1.798E+08,9.871E+06,5.626,0.923,24.405,0.667,2.602,0.355,0.017,0.003,0.446
NGC4425,6.991E-04,4.352E-04,9.951E+09,5.884E+08,6.659E+09,3.329E+08,6.656E+09,3.328E+08,2.748E+06,1.710E+06,0.000E+00,0.000E+00,0.006,0.015,0.001,0.003,1.706E+04,8.246E+04,4.535E+06,1.043E+07,10.092,14.789,26.902,6.571,3.727,2.188,0.080,0.141,0.569
NGC4429,6.158E-02,2.841E-02,8.097E+10,6.113E+09,2.989E+10,1.494E+09,2.964E+10,1.482E+09,2.420E+08,1.117E+08,1.032E+09,2.305E+08,0.571,0.189,0.091,0.011,2.586E+06,8.710E+05,1.282E+09,1.242E+08,3.484,1.291,22.532,1.391,4.564,1.286,0.005,0.006,0.952
NGC4430,1.785E+00,2.393E-01,2.187E+10,4.862E+09,3.537E+10,1.769E+09,2.836E+10,1.418E+09,7.015E+09,9.403E+08,5.499E+09,4.737E+09,1.291,0.172,0.252,0.056,5.161E+07,8.466E+06,1.010E+10,1.174E+09,1.285,0.391,19.080,0.969,4.757,1.237,0.005,0.004,0.614
NGC4434,4.591E-03,2.347E-03,1.505E+10,2.176E+09,9.733E+09,4.866E+08,9.714E+09,4.857E+08,1.804E+07,9.226E+06,1.503E+08,5.919E+06,0.065,0.061,0.013,0.011,1.658E+05,3.002E+05,6.078E+07,5.333E+07,10.704,14.341,27.167,6.066,3.657,2.153,0.052,0.113,0.308
NGC4435,2.984E-03,2.388E-03,3.008E+10,1.504E+09,2.020E+10,1.010E+09,2.019E+10,1.010E+09,1.173E+07,9.384E+06,1.458E+09,2.908E+06,0.820,0.133,0.167,0.008,2.584E+06,1.292E+05,1.472E+09,7.360E+07,3.500,0.175,22.549,0.188,2.013,0.384,0.008,0.001,1.071
NGC4436,8.266E-04,6.376E-04,3.256E+09,3.464E+08,2.140E+09,1.070E+08,2.137E+09,1.068E+08,3.249E+06,2.506E+06,1.315E+08,2.888E+06,0.280,0.175,0.062,0.031,1.415E+06,1.086E+06,6.430E+07,3.206E+07,1.212,4.120,18.897,10.703,4.575,1.794,0.008,0.031,1.132
NGC4437,4.372E-01,1.211E-01,9.168E+09,1.903E+09,1.100E+10,5.501E+08,9.283E+09,5.128E+08,1.718E+09,4.758E+08,2.435E+09,1.556E+09,2.040,0.224,0.488,0.090,3.060E+07,2.299E+06,3.937E+09,1.969E+08,0.791,0.061,17.600,0.228,4.215,0.624,0.008,0.002,0.210
NGC4438,1.694E-01,4.724E-02,2.964E+10,3.474E+09,1.502E+10,7.508E+08,1.435E+10,7.176E+08,6.657E+08,1.857E+08,1.592E+09,4.757E+08,1.470,0.234,0.249,0.030,6.941E+06,4.053E+05,2.129E+09,1.064E+08,1.994,0.100,20.530,0.171,2.357,0.360,0.004,0.001,0.404
NGC4440,2.339E-03,1.328E-03,1.663E+10,2.230E+09,7.845E+09,3.923E+08,7.836E+09,3.918E+08,9.194E+06,5.220E+06,2.873E+07,7.981E+05,0.025,0.030,0.005,0.006,5.162E+04,1.657E+05,1.847E+07,2.103E+07,12.491,15.980,27.875,5.944,3.891,2.170,0.073,0.134,0.706
NGC4442,6.676E-03,6.730E-03,5.406E+10,5.561E+09,2.293E+10,1.147E+09,2.290E+10,1.145E+09,2.624E+07,2.645E+07,1.378E+08,2.386E+06,0.062,0.029,0.013,0.004,1.869E+06,1.684E+06,1.416E+08,4.428E+07,1.897,6.427,20.360,11.499,4.081,2.138,0.096,0.116,0.133
NGC4445,3.755E-02,1.992E-02,5.885E+09,9.712E+08,4.322E+09,2.161E+08,4.174E+09,2.087E+08,1.476E+08,7.830E+07,5.126E+08,1.454E+08,1.265,0.239,0.270,0.035,4.783E+06,8.085E+05,6.764E+08,4.507E+07,0.920,0.191,18.047,0.626,5.450,1.129,0.002,0.002,0.286
NGC4449,7.881E-01,3.941E-02,7.372E+08,3.706E+07,6.727E+09,3.363E+08,3.629E+09,1.815E+08,3.097E+09,1.549E+08,6.925E+08,1.719E+09,0.811,0.053,0.142,0.016,3.857E+06,1.928E+05,2.406E+09,1.203E+08,3.470,0.216,22.516,0.234,1.752,0.363,0.016,0.002,5.199
NGC4450,2.348E-01,4.114E-02,5.586E+10,5.039E+09,3.806E+10,1.903E+09,3.714E+10,1.857E+09,9.227E+08,1.617E+08,2.422E+09,6.065E+08,0.786,0.145,0.144,0.016,2.326E+07,1.685E+06,3.104E+09,1.683E+08,0.798,0.046,17.624,0.168,0.644,0.296,0.008,0.001,3.048
NGC4451,6.922E-01,1.063E-01,6.488E+09,1.236E+09,1.323E+10,6.616E+08,1.051E+10,5.255E+08,2.720E+09,4.178E+08,2.339E+09,2.667E+09,2.084,0.119,0.384,0.061,8.918E+06,4.459E+05,5.020E+09,2.510E+08,3.499,0.175,22.548,0.188,3.633,0.588,0.007,0.002,0.368
NGC4452,3.074E-03,1.479E-03,9.271E+09,9.427E+08,5.870E+09,2.935E+08,5.858E+09,2.929E+08,1.208E+07,5.811E+06,1.020E+08,2.938E+06,0.067,0.067,0.014,0.013,1.641E+05,3.127E+05,4.019E+07,3.842E+07,9.387,13.499,26.579,6.370,3.196,2.148,0.039,0.099,0.401
NGC4454,2.497E-01,8.338E-02,4.775E+10,5.682E+09,2.674E+10,1.337E+09,2.576E+10,1.288E+09,9.813E+08,3.277E+08,1.269E+09,8.109E+08,0.815,0.231,0.145,0.036,2.710E+07,4.216E+07,2.393E+09,5.034E+08,1.521,2.023,19.625,4.349,5.381,1.302,0.005,0.007,0.414
NGC4457,7.124E-02,4.687E-02,1.514E+10,2.223E+09,1.133E+10,5.663E+08,1.105E+10,5.523E+08,2.800E+08,1.842E+08,1.381E+09,4.444E+08,1.306,0.344,0.288,0.048,3.279E+06,8.124E+05,1.790E+09,2.764E+08,3.529,1.526,22.580,1.628,4.290,1.179,0.012,0.007,0.383
NGC4458,2.339E-03,1.211E-03,7.517E+09,6.870E+08,4.693E+09,2.347E+08,4.684E+09,2.342E+08,9.194E+06,4.759E+06,8.114E+07,2.337E+06,0.138,0.103,0.030,0.019,1.528E+06,1.249E+06,6.807E+07,4.395E+07,1.648,5.594,19.889,11.250,0.883,1.098,0.010,0.046,2.199
NGC4459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4460,8.284E-02,3.569E-02,1.893E+09,4.702E+08,3.232E+09,1.616E+08,2.907E+09,1.572E+08,3.256E+08,1.403E+08,5.973E+08,2.698E+08,1.456,0.206,0.329,0.065,1.447E+06,1.953E+05,8.599E+08,6.300E+07,3.322,0.766,22.354,0.859,1.881,0.268,0.019,0.006,0.624
NGC4461,2.233E-03,1.623E-03,1.633E+10,2.422E+09,7.550E+09,3.775E+08,7.541E+09,3.771E+08,8.776E+06,6.379E+06,3.688E+07,5.191E+05,0.045,0.033,0.009,0.006,5.690E+05,7.960E+05,3.297E+07,2.212E+07,5.116,10.984,24.022,8.596,4.165,2.124,0.034,0.089,0.517
NGC4464,2.316E-03,2.189E-03,7.943E+09,1.396E+09,3.554E+09,1.777E+08,3.545E+09,1.773E+08,9.104E+06,8.604E+06,2.613E+07,4.201E+06,0.089,0.085,0.018,0.016,3.910E+05,6.190E+05,3.073E+07,2.662E+07,6.693,12.565,25.122,7.860,3.761,2.172,0.057,0.116,0.341
NGC4468,1.138E-03,7.485E-04,3.718E+09,5.313E+08,2.405E+09,1.203E+08,2.401E+09,1.200E+08,4.472E+06,2.942E+06,9.692E+07,2.758E+06,0.295,0.177,0.063,0.031,1.113E+06,8.307E+05,7.423E+07,3.744E+07,1.349,4.166,19.235,9.904,3.672,2.066,0.022,0.051,0.664
NGC4469,1.543E-02,1.164E-02,2.709E+10,4.260E+09,1.578E+10,7.888E+08,1.571E+10,7.857E+08,6.064E+07,4.577E+07,1.141E+09,8.530E+07,0.863,0.261,0.175,0.016,2.281E+06,5.108E+05,1.264E+09,1.068E+08,3.727,1.005,22.786,1.024,4.529,1.544,0.003,0.003,0.431
NGC4470,5.258E-01,3.942E-02,2.313E+09,6.602E+08,6.368E+09,3.184E+08,4.301E+09,2.151E+08,2.066E+09,1.549E+08,6.589E+08,1.537E+09,1.220,0.091,0.214,0.046,5.294E+06,1.178E+06,2.285E+09,1.270E+08,2.875,0.740,21.821,0.936,3.828,0.426,0.007,0.002,0.398
NGC4472,5.862E-01,2.931E-02,5.972E+11,2.986E+10,2.016E+11,1.008E+10,1.993E+11,9.965E+09,2.304E+09,1.152E+08,1.407E+09,9.738E+07,0.060,0.022,0.010,0.003,1.088E+07,1.377E+07,1.030E+09,3.234E+08,4.457,10.658,23.476,9.357,4.796,2.041,0.159,0.174,3.524
NGC4473,1.851E-02,1.184E-02,6.701E+10,1.577E+10,3.150E+10,1.575E+09,3.143E+10,1.571E+09,7.273E+07,4.654E+07,5.183E+08,6.953E+07,0.133,0.101,0.026,0.016,9.197E+05,1.468E+06,3.947E+08,2.460E+08,11.714,15.059,27.578,5.909,4.475,2.011,0.073,0.129,0.282
NGC4474,1.196E-03,9.328E-04,1.207E+10,6.035E+08,8.135E+09,4.067E+08,8.130E+09,4.065E+08,4.702E+06,3.666E+06,0.000E+00,0.000E+00,0.014,0.023,0.003,0.005,3.461E+04,1.294E+05,1.229E+07,2.009E+07,11.096,15.358,27.330,6.305,3.779,2.184,0.083,0.143,0.659
NGC4476,8.613E-03,4.149E-03,6.425E+09,7.238E+08,5.835E+09,2.917E+08,5.801E+09,2.900E+08,3.385E+07,1.631E+07,7.450E+08,2.026E+07,1.305,0.119,0.258,0.014,1.435E+06,2.148E+05,7.704E+08,4.398E+07,3.622,0.707,22.678,0.738,3.172,0.533,0.003,0.003,0.494
NGC4477,6.856E-03,4.372E-03,6.532E+10,5.566E+09,2.851E+10,1.425E+09,2.848E+10,1.424E+09,2.694E+07,1.718E+07,4.146E+08,1.080E+07,0.124,0.052,0.028,0.006,7.766E+05,7.172E+05,3.682E+08,7.509E+07,6.492,7.878,24.995,5.055,1.267,0.940,0.011,0.018,0.305
NGC4478,3.272E-03,2.238E-03,2.027E+10,4.222E+09,1.165E+10,5.823E+08,1.163E+10,5.816E+08,1.286E+07,8.796E+06,7.674E+07,7.164E+05,0.083,0.056,0.018,0.010,4.250E+05,6.118E+05,1.013E+08,5.524E+07,8.703,13.557,26.246,6.814,3.680,2.096,0.083,0.125,0.371
NGC4479,1.989E-03,1.012E-03,6.034E+09,6.831E+08,3.751E+09,1.875E+08,3.743E+09,1.871E+08,7.816E+06,3.976E+06,9.536E+06,4.114E+05,0.022,0.040,0.004,0.008,6.300E+04,1.780E+05,8.068E+06,1.468E+07,8.935,14.066,26.361,6.917,3.137,2.234,0.068,0.131,2.213
NGC4480,1.677E+00,2.099E-01,1.903E+10,5.153E+09,2.768E+10,1.384E+09,2.109E+10,1.054E+09,6.590E+09,8.248E+08,2.649E+09,5.309E+09,1.144,0.121,0.227,0.050,4.972E+07,7.541E+06,7.959E+09,6.463E+08,0.950,0.227,18.145,0.724,3.323,1.038,0.013,0.007,0.396
NGC4482,9.650E-03,4.769E-03,3.739E+09,4.862E+08,2.775E+09,1.388E+08,2.737E+09,1.369E+08,3.793E+07,1.874E+07,4.806E+07,1.094E+07,0.214,0.087,0.041,0.013,2.862E+06,1.183E+06,6.785E+07,2.099E+07,0.218,0.553,14.201,5.994,1.402,1.080,0.003,0.006,0.910
NGC4483,2.160E-03,1.565E-03,1.066E+10,1.922E+09,5.012E+09,2.506E+08,5.004E+09,2.502E+08,8.489E+06,6.149E+06,0.000E+00,0.000E+00,0.020,0.032,0.004,0.006,2.967E+04,9.706E+04,9.154E+06,1.406E+07,10.813,15.059,27.213,6.317,3.894,2.173,0.072,0.134,0.480
NGC4486,2.161E-01,4.802E-02,3.390E+11,2.978E+10,1.513E+11,7.566E+09,1.505E+11,7.524E+09,8.492E+08,1.887E+08,1.111E+09,3.274E+07,0.076,0.029,0.014,0.002,3.829E+07,6.748E+06,1.029E+09,1.672E+08,0.107,0.023,12.607,0.447,5.630,1.515,0.039,0.020,5.242
NGC4488,1.406E-03,1.073E-03,2.580E+09,4.446E+08,1.426E+09,7.131E+07,1.421E+09,7.104E+07,5.524E+06,4.217E+06,2.495E+07,2.247E+06,0.140,0.080,0.029,0.013,4.641E+04,7.927E+04,2.100E+07,9.388E+06,11.070,14.139,27.320,5.816,3.994,2.179,0.087,0.137,0.440
NGC4491,2.774E-03,1.492E-03,1.023E+08,9.987E+06,2.361E+08,1.181E+07,2.252E+08,1.126E+07,1.090E+07,5.864E+06,7.338E+07,1.087E+07,2.794,0.140,0.562,0.034,3.717E+04,9.240E+03,8.288E+07,4.461E+06,11.564,3.767,27.519,1.494,0.807,0.325,0.031,0.002,1.575
NGC4492,2.872E-01,8.276E-02,1.041E+11,1.694E+10,4.080E+10,2.040E+09,3.967E+10,1.983E+09,1.129E+09,3.253E+08,1.644E+09,7.211E+08,0.471,0.138,0.092,0.019,3.473E+07,9.198E+06,2.168E+09,3.155E+08,0.407,0.129,15.756,0.832,4.835,1.850,0.005,0.007,0.716
NGC4494,4.734E-01,6.254E-01,8.006E+10,1.375E+10,5.027E+10,2.698E+09,4.841E+10,2.420E+09,1.861E+09,2.458E+09,1.240E+08,1.312E+08,0.033,0.023,0.006,0.004,1.181E+06,2.543E+06,1.754E+08,1.171E+08,7.953,13.556,25.855,7.345,4.680,2.083,0.186,0.181,0.365
NGC4496A,9.519E-01,1.017E-01,6.016E+09,1.669E+09,1.234E+10,6.172E+08,8.603E+09,4.302E+08,3.741E+09,3.999E+08,1.514E+09,2.243E+09,0.909,0.104,0.200,0.056,2.068E+07,3.539E+06,3.645E+09,3.183E+08,1.023,0.295,18.369,0.882,4.201,0.559,0.016,0.003,0.329
NGC4497,1.270E-03,7.364E-04,5.040E+09,4.955E+08,3.152E+09,1.576E+08,3.147E+09,1.573E+08,4.991E+06,2.894E+06,1.716E+08,3.051E+06,0.110,0.105,0.024,0.021,2.337E+05,4.123E+05,3.739E+07,3.223E+07,8.448,13.682,26.116,7.050,3.652,2.171,0.082,0.138,0.680
NGC4498,4.134E-01,4.709E-02,2.932E+09,4.780E+08,7.181E+09,3.590E+08,5.556E+09,2.778E+08,1.625E+09,1.851E+08,8.820E+08,1.169E+09,1.115,0.101,0.195,0.036,1.239E+07,2.141E+06,2.008E+09,1.004E+08,1.025,0.199,18.375,0.595,2.482,0.331,0.008,0.001,1.521
NGC4501,1.911E+00,3.851E-01,5.397E+10,1.104E+10,4.910E+10,2.455E+09,4.158E+10,2.079E+09,7.511E+09,1.513E+09,7.950E+09,7.932E+09,2.102,0.179,0.420,0.071,4.775E+07,2.388E+06,1.545E+10,7.727E+08,1.990,0.099,20.523,0.171,2.782,0.369,0.008,0.002,0.880
NGC4502,1.590E-01,2.831E-02,1.242E+09,2.836E+08,3.245E+09,1.622E+08,2.620E+09,1.310E+08,6.248E+08,1.113E+08,1.562E+08,4.120E+08,0.523,0.094,0.103,0.034,6.219E+06,2.810E+06,5.116E+08,8.909E+07,0.606,0.329,16.833,1.523,2.700,1.275,0.011,0.010,0.546
NGC4503,2.085E-03,2.473E-03,1.899E+10,1.837E+09,8.137E+09,4.068E+08,8.128E+09,4.064E+08,8.193E+06,9.717E+06,8.615E+07,4.178E+05,0.084,0.052,0.019,0.009,1.352E+05,2.778E+05,7.043E+07,3.365E+07,14.029,16.204,28.420,5.471,4.021,2.170,0.124,0.164,0.213
NGC4506,3.490E-03,1.827E-03,2.370E+09,3.610E+08,2.042E+09,1.021E+08,2.028E+09,1.014E+08,1.372E+07,7.181E+06,1.807E+08,5.082E+06,0.788,0.158,0.161,0.019,9.366E+05,3.187E+05,1.815E+08,2.097E+07,1.403,0.580,19.362,1.334,3.624,1.224,0.005,0.005,0.395
NGC4516,1.040E-02,2.579E-03,4.768E+09,7.233E+08,2.406E+09,1.203E+08,2.365E+09,1.182E+08,4.088E+07,1.014E+07,1.196E+07,1.625E+06,0.071,0.062,0.012,0.010,1.140E+05,2.359E+05,1.714E+07,1.434E+07,9.363,14.320,26.568,6.772,4.117,2.108,0.082,0.139,0.969
NGC4519,1.202E+00,6.714E-02,3.737E+09,1.050E+09,1.480E+10,7.400E+08,1.007E+10,5.037E+08,4.725E+09,2.639E+08,1.708E+09,3.634E+09,1.111,0.086,0.215,0.038,1.420E+07,2.836E+06,5.197E+09,2.599E+08,1.794,0.351,20.171,0.658,1.857,0.263,0.030,0.003,0.451
NGC4521,9.906E-03,9.310E-03,8.136E+10,8.877E+09,3.129E+10,1.565E+09,3.125E+10,1.563E+09,3.893E+07,3.659E+07,9.751E+08,3.041E+07,0.262,0.122,0.056,0.014,1.682E+06,1.706E+06,7.836E+08,1.884E+08,7.480,10.021,25.592,5.715,4.183,1.792,0.019,0.040,0.443
